Type,Scope,Prefix,Tag,Subtag,Suppress-Script,Description,Macrolanguage,Added,Deprecated,Preferred-Value,Comments
language,,,,wat,,Kaninuwa,,7/29/2009,,,
language,,,,wau,,Waurá,,7/29/2009,,,
language,,,,wav,,Waka,,7/29/2009,,,
language,,,,waw,,Waiwai,,7/29/2009,,,
language,,,,wax,,"Watam, Marangis",,7/29/2009,,,
language,,,,way,,Wayana,,7/29/2009,,,
language,,,,waz,,Wampur,,7/29/2009,,,
language,,,,wba,,Warao,,7/29/2009,,,
language,,,,wbb,,Wabo,,7/29/2009,,,
language,,,,wbe,,Waritai,,7/29/2009,,,
language,,,,wbf,,Wara,,7/29/2009,,,see also pnl
language,,,,wbh,,Wanda,,7/29/2009,,,
language,,,,wbi,,Vwanji,,7/29/2009,,,
language,,,,wbj,,Alagwa,,7/29/2009,,,
language,,,,wbk,,Waigali,,7/29/2009,,,
language,,,,wbl,,Wakhi,,7/29/2009,,,
language,,,,wbm,,Wa,,7/29/2009,,,
language,,,,wbp,,Warlpiri,,7/29/2009,,,
language,,,,wbq,,Waddar,,7/29/2009,,,
language,,,,wbr,,Wagdi,raj,7/29/2009,,,
language,,,,wbs,,West Bengal Sign Language,,2/23/2017,,,
language,,,,wbt,,Wanman,,7/29/2009,,,
language,,,,wbv,,Wajarri,,7/29/2009,,,
language,,,,wbw,,Woi,,7/29/2009,,,
language,,,,wca,,Yanomámi,,7/29/2009,,,
language,,,,wci,,Waci Gbe,,7/29/2009,,,
language,,,,wdd,,Wandji,,7/29/2009,,,
language,,,,wdg,,Wadaginam,,7/29/2009,,,
language,,,,wdj,,Wadjiginy,,7/29/2009,,,
language,,,,wdk,,Wadikali,,9/10/2013,,,
language,,,,wdu,,Wadjigu,,7/29/2009,,,
language,,,,wdy,,Wadjabangayi,,9/10/2013,,,
language,,,,wea,,Wewaw,,7/29/2009,,,
language,,,,wec,,Wè Western,,7/29/2009,,,
language,,,,wed,,Wedau,,7/29/2009,,,
language,,,,weg,,Wergaia,,9/10/2013,,,
language,,,,weh,,Weh,,7/29/2009,,,
language,,,,wei,,Kiunum,,7/29/2009,,,
language,,,,wem,,Weme Gbe,,7/29/2009,,,
language,collection,,,wen,,Sorbian languages,,10/16/2005,,,
language,,,,weo,,Wemale,,7/29/2009,,,
language,,,,wep,,Westphalien,,7/29/2009,,,
language,,,,wer,,Weri,,7/29/2009,,,
language,,,,wes,,Cameroon Pidgin,,7/29/2009,,,
language,,,,wet,,Perai,,7/29/2009,,,
language,,,,weu,,Rawngtu Chin,,7/29/2009,,,
language,,,,wew,,Wejewa,,7/29/2009,,,
language,,,,wfg,,"Yafi, Zorop",,7/29/2009,,,
language,,,,wga,,Wagaya,,7/29/2009,,,
language,,,,wgb,,Wagawaga,,3/11/2010,,,
language,,,,wgg,,Wangganguru,,7/29/2009,,,
language,,,,wgi,,Wahgi,,7/29/2009,,,
language,,,,wgo,,Waigeo,,7/29/2009,,,
language,,,,wgu,,Wirangu,,8/12/2012,,,
language,,,,wgw,,Wagawaga,,7/29/2009,2010-03-11,,"see wgb, ylb"
language,,,,wgy,,Warrgamay,,7/29/2009,,,
language,,,,wha,,"Sou Upaa, Manusela",,7/29/2009,,,
language,,,,whg,,North Wahgi,,7/29/2009,,,
language,,,,whk,,Wahau Kenyah,,7/29/2009,,,
language,,,,whu,,Wahau Kayan,,7/29/2009,,,
language,,,,wib,,Southern Toussian,,7/29/2009,,,
language,,,,wic,,Wichita,,7/29/2009,,,
language,,,,wie,,Wik-Epa,,7/29/2009,,,
language,,,,wif,,Wik-Keyangan,,7/29/2009,,,
language,,,,wig,,Wik-Ngathana,,7/29/2009,,,
language,,,,wih,,Wik-Me'anha,,7/29/2009,,,
language,,,,wii,,Minidien,,7/29/2009,,,
language,,,,wij,,Wik-Iiyanh,,7/29/2009,,,
language,,,,wik,,Wikalkan,,7/29/2009,,,
language,,,,wil,,Wilawila,,7/29/2009,,,
language,,,,wim,,Wik-Mungkan,,7/29/2009,,,
language,,,,win,,Ho-Chunk,,7/29/2009,,,
language,,,,wir,,Wiraféd,,7/29/2009,,,
language,,,,wit,,Wintu,,7/29/2009,2013-09-10,,"see nol, pwi, wnw"
language,,,,wiu,,Wiru,,7/29/2009,,,
language,,,,wiv,,Vitu,,7/29/2009,,,
language,,,,wiw,,Wirangu,,7/29/2009,2012-08-12,,"see nwo, wgu"
language,,,,wiy,,Wiyot,,7/29/2009,,,
language,,,,wja,,Waja,,7/29/2009,,,
language,,,,wji,,Warji,,7/29/2009,,,
language,,,,wka,,Kw'adza,,7/29/2009,,,
language,,,,wkb,,Kumbaran,,7/29/2009,,,
language,,,,wkd,,"Wakde, Mo",,7/29/2009,,,
language,,,,wkl,,Kalanadi,,7/29/2009,,,
language,,,,wku,,Kunduvadi,,7/29/2009,,,
language,,,,wkw,,Wakawaka,,7/29/2009,,,
language,,,,wky,,Wangkayutyuru,,9/10/2013,,,
language,,,,wla,,Walio,,7/29/2009,,,
language,,,,wlc,,Mwali Comorian,,7/29/2009,,,
language,,,,wle,,Wolane,,7/29/2009,,,
language,,,,wlg,,Kunbarlang,,7/29/2009,,,
language,,,,wli,,Waioli,,7/29/2009,,,
language,,,,wlk,,Wailaki,,7/29/2009,,,
language,,,,wll,,Wali (Sudan),,7/29/2009,,,
language,,,,wlm,,Middle Welsh,,7/29/2009,,,
language,,,,wlo,,Wolio,,7/29/2009,,,
language,,,,wlr,,Wailapa,,7/29/2009,,,
language,,,,wls,,Wallisian,,7/29/2009,,,
language,,,,wlu,,Wuliwuli,,7/29/2009,,,
language,,,,wlv,,Wichí Lhamtés Vejoz,,7/29/2009,,,
language,,,,wlw,,Walak,,7/29/2009,,,
language,,,,wlx,,Wali (Ghana),,7/29/2009,,,
language,,,,wly,,Waling,,7/29/2009,,,
language,,,,wma,,Mawa (Nigeria),,7/29/2009,,,
language,,,,wmb,,Wambaya,,7/29/2009,,,
language,,,,wmc,,Wamas,,7/29/2009,,,
language,,,,wmd,,Mamaindé,,7/29/2009,,,
language,,,,wme,,Wambule,,7/29/2009,,,
language,,,,wmh,,Waima'a,,7/29/2009,,,
language,,,,wmi,,Wamin,,7/29/2009,,,
language,,,,wmm,,Maiwa (Indonesia),,7/29/2009,,,
language,,,,wmn,,Waamwang,,7/29/2009,,,
language,,,,wmo,,Wom (Papua New Guinea),,7/29/2009,,,
language,,,,wms,,Wambon,,7/29/2009,,,
language,,,,wmt,,Walmajarri,,7/29/2009,,,
language,,,,wmw,,Mwani,,7/29/2009,,,
language,,,,wmx,,Womo,,7/29/2009,,,
language,,,,wnb,,Wanambre,,7/29/2009,,,
language,,,,wnc,,Wantoat,,7/29/2009,,,
language,,,,wnd,,Wandarang,,7/29/2009,,,
language,,,,wne,,Waneci,,7/29/2009,,,
language,,,,wng,,Wanggom,,7/29/2009,,,
language,,,,wni,,Ndzwani Comorian,,7/29/2009,,,
language,,,,wnk,,Wanukaka,,7/29/2009,,,
language,,,,wnm,,Wanggamala,,7/29/2009,,,
language,,,,wnn,,Wunumara,,9/10/2013,,,
language,,,,wno,,Wano,,7/29/2009,,,
language,,,,wnp,,Wanap,,7/29/2009,,,
language,,,,wnu,,Usan,,7/29/2009,,,
language,,,,wnw,,Wintu,,9/10/2013,,,
language,,,,wny,,Wanyi,,8/12/2012,,,
language,,,,woa,,Tyaraity,,7/29/2009,,,
language,,,,wob,,Wè Northern,,7/29/2009,,,
language,,,,woc,,Wogeo,,7/29/2009,,,
language,,,,wod,,Wolani,,7/29/2009,,,
language,,,,woe,,Woleaian,,7/29/2009,,,
language,,,,wof,,Gambian Wolof,,7/29/2009,,,
language,,,,wog,,Wogamusin,,7/29/2009,,,
language,,,,woi,,Kamang,,7/29/2009,,,
language,,,,wok,,Longto,,7/29/2009,,,
language,,,,wom,,Wom (Nigeria),,7/29/2009,,,
language,,,,won,,Wongo,,7/29/2009,,,
language,,,,woo,,Manombai,,7/29/2009,,,
language,,,,wor,,Woria,,7/29/2009,,,
language,,,,wos,,Hanga Hundi,,7/29/2009,,,
language,,,,wow,,Wawonii,,7/29/2009,,,
language,,,,woy,,Weyto,,7/29/2009,,,
language,,,,wpc,,Maco,,7/29/2009,,,
language,,,,wra,,Warapu,,7/29/2009,,,
language,,,,wrb,,Warluwara,,7/29/2009,,,
language,,,,wrd,,Warduji,,7/29/2009,,,
language,,,,wrg,,Warungu,,7/29/2009,,,
language,,,,wrh,,Wiradhuri,,7/29/2009,,,
language,,,,wri,,Wariyangga,,7/29/2009,,,
language,,,,wrk,,Garrwa,,8/12/2012,,,
language,,,,wrl,,Warlmanpa,,7/29/2009,,,
language,,,,wrm,,Warumungu,,7/29/2009,,,
language,,,,wrn,,Warnang,,7/29/2009,,,
language,,,,wro,,Worrorra,,8/12/2012,,,
language,,,,wrp,,Waropen,,7/29/2009,,,
language,,,,wrr,,Wardaman,,7/29/2009,,,
language,,,,wrs,,Waris,,7/29/2009,,,
language,,,,wru,,Waru,,7/29/2009,,,
language,,,,wrv,,Waruna,,7/29/2009,,,
language,,,,wrw,,Gugu Warra,,7/29/2009,,,
language,,,,wrx,,Wae Rana,,7/29/2009,,,
language,,,,wry,,Merwari,mwr,7/29/2009,,,
language,,,,wrz,,Waray (Australia),,7/29/2009,,,
language,,,,wsa,,Warembori,,7/29/2009,,,
language,,,,wsg,,Adilabad Gondi,gon,5/30/2016,,,
language,,,,wsi,,Wusi,,7/29/2009,,,
language,,,,wsk,,Waskia,,7/29/2009,,,
language,,,,wsr,,Owenia,,7/29/2009,,,
language,,,,wss,,Wasa,,7/29/2009,,,
language,,,,wsu,,Wasu,,7/29/2009,,,
language,,,,wsv,,Wotapuri-Katarqalai,,7/29/2009,,,
language,,,,wtf,,Watiwa,,7/29/2009,,,
language,,,,wth,,Wathawurrung,,9/10/2013,,,
language,,,,wti,,Berta,,7/29/2009,,,
language,,,,wtk,,Watakataui,,7/29/2009,,,
language,,,,wtm,,Mewati,,7/29/2009,,,
language,,,,wtw,,Wotu,,7/29/2009,,,
language,,,,wua,,Wikngenchera,,7/29/2009,,,
language,,,,wub,,Wunambal,,7/29/2009,,,
language,,,,wud,,Wudu,,7/29/2009,,,
language,,,,wuh,,Wutunhua,,7/29/2009,,,
language,,,,wul,,Silimo,,7/29/2009,,,
language,,,,wum,,Wumbvu,,7/29/2009,,,
language,,,,wun,,Bungu,,7/29/2009,,,
language,,,,wur,,Wurrugu,,7/29/2009,,,
language,,,,wut,,Wutung,,7/29/2009,,,
language,,,,wuu,,Wu Chinese,zh,7/29/2009,,,
language,,,,wuv,,Wuvulu-Aua,,7/29/2009,,,
language,,,,wux,,Wulna,,7/29/2009,,,
language,,,,wuy,,Wauyai,,7/29/2009,,,
language,,,,wwa,,Waama,,7/29/2009,,,
language,,,,wwb,,Wakabunga,,8/12/2012,,,
language,,,,wwo,,"Wetamut, Dorig",,7/29/2009,,,
language,,,,wwr,,Warrwa,,7/29/2009,,,
language,,,,www,,Wawa,,7/29/2009,,,
language,,,,wxa,,Waxianghua,,7/29/2009,,,
language,,,,wxw,,Wardandi,,9/10/2013,,,
language,,,,wya,,Wyandot,,7/29/2009,,,
language,,,,wyb,,Wangaaybuwan-Ngiyambaa,,7/29/2009,,,
language,,,,wyi,,Woiwurrung,,9/10/2013,,,
language,,,,wym,,Wymysorys,,7/29/2009,,,
language,,,,wyr,,Wayoró,,7/29/2009,,,
language,,,,wyy,,Western Fijian,,7/29/2009,,,
language,,,,xaa,,Andalusian Arabic,,7/29/2009,,,
language,,,,xab,,Sambe,,7/29/2009,,,
language,,,,xac,,Kachari,,7/29/2009,,,
language,,,,xad,,Adai,,7/29/2009,,,
language,,,,xae,,Aequian,,7/29/2009,,,
language,,,,xag,,Aghwan,,7/29/2009,,,
language,,,,xai,,Kaimbé,,7/29/2009,,,
language,,,,xaj,,Ararandewára,,2/28/2014,,,
language,,,,xak,,Máku,,5/30/2016,,,
language,,,,xal,,"Kalmyk, Oirat",,10/16/2005,,,
language,,,,xam,,"/Xam, ǀXam",,7/29/2009,,,
language,,,,xan,,Xamtanga,,7/29/2009,,,
language,,,,xao,,Khao,,7/29/2009,,,
language,,,,xap,,Apalachee,,7/29/2009,,,
language,,,,xaq,,Aquitanian,,7/29/2009,,,
language,,,,xar,,Karami,,7/29/2009,,,
language,,,,xas,,Kamas,,7/29/2009,,,
language,,,,xat,,Katawixi,,7/29/2009,,,
language,,,,xau,,Kauwera,,7/29/2009,,,
language,,,,xav,,Xavánte,,7/29/2009,,,
language,,,,xaw,,Kawaiisu,,7/29/2009,,,
language,,,,xay,,Kayan Mahakam,,7/29/2009,,,
language,,,,xba,,Kamba (Brazil),,7/29/2009,2016-05-30,cax,
language,,,,xbb,,Lower Burdekin,,3/11/2010,,,
language,,,,xbc,,Bactrian,,7/29/2009,,,
language,,,,xbd,,Bindal,,9/10/2013,,,
language,,,,xbe,,Bigambal,,9/10/2013,,,
language,,,,xbg,,Bunganditj,,9/10/2013,,,
language,,,,xbi,,Kombio,,7/29/2009,,,
language,,,,xbj,,Birrpayi,,9/10/2013,,,
language,,,,xbm,,Middle Breton,,7/29/2009,,,
language,,,,xbn,,Kenaboi,,3/11/2010,,,
language,,,,xbo,,Bolgarian,,7/29/2009,,,
language,,,,xbp,,Bibbulman,,9/10/2013,,,
language,,,,xbr,,Kambera,,7/29/2009,,,
language,,,,xbw,,Kambiwá,,7/29/2009,,,
language,,,,xbx,,Kabixí,,7/29/2009,2016-05-30,,
language,,,,xby,,Batyala,,9/10/2013,,,
language,,,,xcb,,Cumbric,,7/29/2009,,,
language,,,,xcc,,Camunic,,7/29/2009,,,
language,,,,xce,,Celtiberian,,7/29/2009,,,
language,,,,xcg,,Cisalpine Gaulish,,7/29/2009,,,
language,,,,xch,,"Chemakum, Chimakum",,7/29/2009,,,
language,,,,xcl,,Classical Armenian,,7/29/2009,,,
language,,,,xcm,,Comecrudo,,7/29/2009,,,
language,,,,xcn,,Cotoname,,7/29/2009,,,
language,,,,xco,,Chorasmian,,7/29/2009,,,
language,,,,xcr,,Carian,,7/29/2009,,,
language,,,,xct,,Classical Tibetan,,7/29/2009,,,
language,,,,xcu,,Curonian,,7/29/2009,,,
language,,,,xcv,,Chuvantsy,,7/29/2009,,,
language,,,,xcw,,Coahuilteco,,7/29/2009,,,
language,,,,xcy,,Cayuse,,7/29/2009,,,
language,,,,xda,,Darkinyung,,9/10/2013,,,
language,,,,xdc,,Dacian,,7/29/2009,,,
language,,,,xdk,,Dharuk,,9/10/2013,,,
language,,,,xdm,,Edomite,,7/29/2009,,,
language,,,,xdo,,Kwandu,,2/23/2017,,,
language,,,,xdy,,Malayic Dayak,,7/29/2009,,,
language,,,,xeb,,Eblan,,7/29/2009,,,
language,,,,xed,,Hdi,,7/29/2009,,,
language,,,,xeg,,"//Xegwi, ǁXegwi",,7/29/2009,,,
language,,,,xel,,Kelo,,7/29/2009,,,
language,,,,xem,,Kembayan,,7/29/2009,,,
language,,,,xep,,Epi-Olmec,,7/29/2009,,,
language,,,,xer,,Xerénte,,7/29/2009,,,
language,,,,xes,,Kesawai,,7/29/2009,,,
language,,,,xet,,Xetá,,7/29/2009,,,
language,,,,xeu,,Keoru-Ahia,,7/29/2009,,,
language,,,,xfa,,Faliscan,,7/29/2009,,,
language,,,,xga,,Galatian,,7/29/2009,,,
language,,,,xgb,,Gbin,,8/12/2012,,,
language,,,,xgd,,Gudang,,9/10/2013,,,
language,,,,xgf,,Gabrielino-Fernandeño,,7/29/2009,,,
language,,,,xgg,,Goreng,,9/10/2013,,,
language,,,,xgi,,Garingbal,,9/10/2013,,,
language,,,,xgl,,Galindan,,7/29/2009,,,
language,,,,xgm,,"Dharumbal, Guwinmal",,9/10/2013,,,
language,collection,,,xgn,,Mongolian languages,,7/29/2009,,,
language,,,,xgr,,Garza,,7/29/2009,,,
language,,,,xgu,,Unggumi,,8/12/2012,,,
language,,,,xgw,,Guwa,,9/10/2013,,,
language,,,,xha,,Harami,,7/29/2009,,,
language,,,,xhc,,Hunnic,,7/29/2009,,,
language,,,,xhd,,Hadrami,,7/29/2009,,,
language,,,,xhe,,Khetrani,lah,7/29/2009,,,
language,,,,xhr,,Hernican,,7/29/2009,,,
language,,,,xht,,Hattic,,7/29/2009,,,
language,,,,xhu,,Hurrian,,7/29/2009,,,
language,,,,xhv,,Khua,,7/29/2009,,,
language,,,,xia,,Xiandao,,7/29/2009,2013-09-10,acn,
language,,,,xib,,Iberian,,7/29/2009,,,
language,,,,xii,,Xiri,,7/29/2009,,,
language,,,,xil,,Illyrian,,7/29/2009,,,
language,,,,xin,,Xinca,,7/29/2009,,,
language,,,,xip,,Xipináwa,,7/29/2009,2016-05-30,,
language,,,,xir,,Xiriâna,,7/29/2009,,,
language,,,,xis,,Kisan,,2/28/2014,,,
language,,,,xiv,,Indus Valley Language,,7/29/2009,,,
language,,,,xiy,,Xipaya,,7/29/2009,,,
language,,,,xjb,,Minjungbal,,9/10/2013,,,
language,,,,xjt,,Jaitmatang,,9/10/2013,,,
language,,,,xka,,Kalkoti,,7/29/2009,,,
language,,,,xkb,,Northern Nago,,7/29/2009,,,
language,,,,xkc,,Kho'ini,,7/29/2009,,,
language,,,,xkd,,Mendalam Kayan,,7/29/2009,,,
language,,,,xke,,Kereho,,7/29/2009,,,
language,,,,xkf,,Khengkha,,7/29/2009,,,
language,,,,xkg,,Kagoro,,7/29/2009,,,
language,,,,xkh,,Karahawyana,,7/29/2009,2016-05-30,waw,
language,,,,xki,,Kenyan Sign Language,,7/29/2009,,,
language,,,,xkj,,Kajali,,7/29/2009,,,
language,,,,xkk,,Kaco',,7/29/2009,,,
language,,,,xkl,,Mainstream Kenyah,,7/29/2009,,,
language,,,,xkn,,Kayan River Kayan,,7/29/2009,,,
language,,,,xko,,Kiorr,,7/29/2009,,,
language,,,,xkp,,Kabatei,,7/29/2009,,,
language,,,,xkq,,Koroni,,7/29/2009,,,
language,,,,xkr,,Xakriabá,,7/29/2009,,,
language,,,,xks,,Kumbewaha,,7/29/2009,,,
language,,,,xkt,,Kantosi,,7/29/2009,,,
language,,,,xku,,Kaamba,,7/29/2009,,,
language,,,,xkv,,Kgalagadi,,7/29/2009,,,
language,,,,xkw,,Kembra,,7/29/2009,,,
language,,,,xkx,,Karore,,7/29/2009,,,
language,,,,xky,,Uma' Lasan,,7/29/2009,,,
language,,,,xkz,,Kurtokha,,7/29/2009,,,
language,,,,xla,,Kamula,,7/29/2009,,,
language,,,,xlb,,Loup B,,7/29/2009,,,
language,,,,xlc,,Lycian,,7/29/2009,,,
language,,,,xld,,Lydian,,7/29/2009,,,
language,,,,xle,,Lemnian,,7/29/2009,,,
language,,,,xlg,,Ligurian (Ancient),,7/29/2009,,,
language,,,,xli,,Liburnian,,7/29/2009,,,
language,,,,xln,,Alanic,,7/29/2009,,,
language,,,,xlo,,Loup A,,7/29/2009,,,
language,,,,xlp,,Lepontic,,7/29/2009,,,
language,,,,xls,,Lusitanian,,7/29/2009,,,
language,,,,xlu,,Cuneiform Luwian,,7/29/2009,,,
language,,,,xly,,Elymian,,7/29/2009,,,
language,,,,xma,,Mushungulu,,7/29/2009,,,
language,,,,xmb,,Mbonga,,7/29/2009,,,
language,,,,xmc,,Makhuwa-Marrevone,,7/29/2009,,,
language,,,,xmd,,Mbudum,,7/29/2009,,,
language,,,,xme,,Median,,7/29/2009,,,
language,,,,xmf,,Mingrelian,,7/29/2009,,,
language,,,,xmg,,Mengaka,,7/29/2009,,,
language,,,,xmh,,Kuku-Muminh,,7/29/2009,,,
language,,,,xmj,,Majera,,7/29/2009,,,
language,,,,xmk,,Ancient Macedonian,,7/29/2009,,,
language,,,,xml,,Malaysian Sign Language,,7/29/2009,,,
language,,,,xmm,,Manado Malay,ms,7/29/2009,,,
language,,,,xmn,,Manichaean Middle Persian,,7/29/2009,,,
language,,,,xmo,,Morerebi,,7/29/2009,,,
language,,,,xmp,,Kuku-Mu'inh,,7/29/2009,,,
language,,,,xmq,,Kuku-Mangk,,7/29/2009,,,
language,,,,xmr,,Meroitic,,7/29/2009,,,
language,,,,xms,,Moroccan Sign Language,,7/29/2009,,,
language,,,,xmt,,Matbat,,7/29/2009,,,
language,,,,xmu,,Kamu,,7/29/2009,,,
language,,,,xmv,,"Antankarana Malagasy, Tankarana Malagasy",mg,7/29/2009,,,
language,,,,xmw,,Tsimihety Malagasy,mg,7/29/2009,,,
language,,,,xmx,,Maden,,7/29/2009,,,
language,,,,xmy,,Mayaguduna,,7/29/2009,,,
language,,,,xmz,,Mori Bawah,,7/29/2009,,,
language,,,,xna,,Ancient North Arabian,,7/29/2009,,,
language,,,,xnb,,Kanakanabu,,7/29/2009,,,
language,collection,,,xnd,,Na-Dene languages,,7/29/2009,,,
language,,,,xng,,Middle Mongolian,,7/29/2009,,,
language,,,,xnh,,Kuanhua,,7/29/2009,,,
language,,,,xni,,Ngarigu,,9/10/2013,,,
language,,,,xnk,,Nganakarti,,9/10/2013,,,
language,,,,xnn,,Northern Kankanay,,7/29/2009,,,
language,,,,xno,,Anglo-Norman,,7/29/2009,,,
language,,,,xnr,,Kangri,doi,7/29/2009,,,
language,,,,xns,,Kanashi,,7/29/2009,,,
language,,,,xnt,,Narragansett,,3/11/2010,,,
language,,,,xnu,,Nukunul,,9/10/2013,,,
language,,,,xny,,Nyiyaparli,,9/10/2013,,,
language,,,,xnz,,"Kenzi, Mattoki",,8/12/2012,,,
language,,,,xoc,,O'chi'chi',,7/29/2009,,,
language,,,,xod,,Kokoda,,7/29/2009,,,
language,,,,xog,,Soga,,7/29/2009,,,
language,,,,xoi,,Kominimung,,7/29/2009,,,
language,,,,xok,,Xokleng,,7/29/2009,,,
language,,,,xom,,Komo (Sudan),,7/29/2009,,,
language,,,,xon,,Konkomba,,7/29/2009,,,
language,,,,xoo,,Xukurú,,7/29/2009,,,
language,,,,xop,,Kopar,,7/29/2009,,,
language,,,,xor,,Korubo,,7/29/2009,,,
language,,,,xow,,Kowaki,,7/29/2009,,,
language,,,,xpa,,Pirriya,,9/10/2013,,,
language,,,,xpc,,Pecheneg,,7/29/2009,,,
language,,,,xpe,,Liberia Kpelle,kpe,7/29/2009,,,
language,,,,xpg,,Phrygian,,7/29/2009,,,
language,,,,xpi,,Pictish,,7/29/2009,,,
language,,,,xpj,,Mpalitjanh,,8/12/2012,,,
language,,,,xpk,,Kulina Pano,,7/29/2009,,,
language,,,,xpm,,Pumpokol,,7/29/2009,,,
language,,,,xpn,,Kapinawá,,7/29/2009,,,
language,,,,xpo,,Pochutec,,7/29/2009,,,
language,,,,xpp,,Puyo-Paekche,,7/29/2009,,,
language,,,,xpq,,Mohegan-Pequot,,3/11/2010,,,
language,,,,xpr,,Parthian,,7/29/2009,,,
language,,,,xps,,Pisidian,,7/29/2009,,,
language,,,,xpt,,Punthamara,,9/10/2013,,,
language,,,,xpu,,Punic,,7/29/2009,,,
language,,,,xpy,,Puyo,,7/29/2009,,,
language,,,,xqa,,Karakhanid,,7/29/2009,,,
language,,,,xqt,,Qatabanian,,7/29/2009,,,
language,,,,xra,,Krahô,,7/29/2009,,,
language,,,,xrb,,Eastern Karaboro,,7/29/2009,,,
language,,,,xrd,,Gundungurra,,9/10/2013,,,
language,,,,xre,,Kreye,,7/29/2009,,,
language,,,,xrg,,Minang,,9/10/2013,,,
language,,,,xri,,Krikati-Timbira,,7/29/2009,,,
language,,,,xrm,,Armazic,,7/29/2009,,,
language,,,,xrn,,Arin,,7/29/2009,,,
language,,,,xrq,,Karranga,,9/10/2013,,,
language,,,,xrr,,Raetic,,7/29/2009,,,
language,,,,xrt,,Aranama-Tamique,,7/29/2009,,,
language,,,,xru,,Marriammu,,7/29/2009,,,
language,,,,xrw,,Karawa,,7/29/2009,,,
language,,,,xsa,,Sabaean,,7/29/2009,,,
language,,,,xsb,,Sambal,,7/29/2009,,,
language,,,,xsc,,Scythian,,7/29/2009,,,
language,,,,xsd,,Sidetic,,7/29/2009,,,
language,,,,xse,,Sempan,,7/29/2009,,,
language,,,,xsh,,Shamang,,7/29/2009,,,
language,,,,xsi,,Sio,,7/29/2009,,,
language,,,,xsj,,Subi,,7/29/2009,2015-02-12,suj,
language,,,,xsl,,South Slavey,den,7/29/2009,,,
language,,,,xsm,,Kasem,,7/29/2009,,,
language,,,,xsn,,Sanga (Nigeria),,7/29/2009,,,
language,,,,xso,,Solano,,7/29/2009,,,
language,,,,xsp,,Silopi,,7/29/2009,,,
language,,,,xsq,,Makhuwa-Saka,,7/29/2009,,,
language,,,,xsr,,Sherpa,,7/29/2009,,,
language,,,,xss,,Assan,,7/29/2009,,,
language,,,,xsu,,Sanumá,,7/29/2009,,,
language,,,,xsv,,Sudovian,,7/29/2009,,,
language,,,,xsy,,Saisiyat,,7/29/2009,,,
language,,,,xta,,Alcozauca Mixtec,,7/29/2009,,,
language,,,,xtb,,Chazumba Mixtec,,7/29/2009,,,
language,,,,xtc,,Katcha-Kadugli-Miri,,7/29/2009,,,
language,,,,xtd,,Diuxi-Tilantongo Mixtec,,7/29/2009,,,
language,,,,xte,,Ketengban,,7/29/2009,,,
language,,,,xtg,,Transalpine Gaulish,,7/29/2009,,,
language,,,,xth,,Yitha Yitha,,9/10/2013,,,
language,,,,xti,,Sinicahua Mixtec,,7/29/2009,,,
language,,,,xtj,,San Juan Teita Mixtec,,7/29/2009,,,
language,,,,xtl,,Tijaltepec Mixtec,,7/29/2009,,,
language,,,,xtm,,Magdalena Peñasco Mixtec,,7/29/2009,,,
language,,,,xtn,,Northern Tlaxiaco Mixtec,,7/29/2009,,,
language,,,,xto,,Tokharian A,,7/29/2009,,,
language,,,,xtp,,San Miguel Piedras Mixtec,,7/29/2009,,,
language,,,,xtq,,Tumshuqese,,7/29/2009,,,
language,,,,xtr,,Early Tripuri,,7/29/2009,,,
language,,,,xts,,Sindihui Mixtec,,7/29/2009,,,
language,,,,xtt,,Tacahua Mixtec,,7/29/2009,,,
language,,,,xtu,,Cuyamecalco Mixtec,,7/29/2009,,,
language,,,,xtv,,Thawa,,9/10/2013,,,
language,,,,xtw,,Tawandê,,7/29/2009,,,
language,,,,xty,,Yoloxochitl Mixtec,,7/29/2009,,,
language,,,,xtz,,Tasmanian,,7/29/2009,,,
language,,,,xua,,Alu Kurumba,,7/29/2009,,,
language,,,,xub,,Betta Kurumba,,7/29/2009,,,
language,,,,xud,,Umiida,,8/12/2012,,,
language,,,,xug,,Kunigami,,7/29/2009,,,
language,,,,xuj,,Jennu Kurumba,,7/29/2009,,,
language,,,,xul,,Ngunawal,,9/10/2013,,,
language,,,,xum,,Umbrian,,7/29/2009,,,
language,,,,xun,,Unggaranggu,,8/12/2012,,,
language,,,,xuo,,Kuo,,7/29/2009,,,
language,,,,xup,,Upper Umpqua,,7/29/2009,,,
language,,,,xur,,Urartian,,7/29/2009,,,
language,,,,xut,,Kuthant,,7/29/2009,,,
language,,,,xuu,,"Kxoe, Khwedam",,7/29/2009,,,
language,,,,xve,,Venetic,,7/29/2009,,,
language,,,,xvi,,Kamviri,,7/29/2009,,,
language,,,,xvn,,Vandalic,,7/29/2009,,,
language,,,,xvo,,Volscian,,7/29/2009,,,
language,,,,xvs,,Vestinian,,7/29/2009,,,
language,,,,xwa,,Kwaza,,7/29/2009,,,
language,,,,xwc,,Woccon,,7/29/2009,,,
language,,,,xwd,,Wadi Wadi,,9/10/2013,,,
language,,,,xwe,,Xwela Gbe,,7/29/2009,,,
language,,,,xwg,,Kwegu,,7/29/2009,,,
language,,,,xwj,,Wajuk,,9/10/2013,,,
language,,,,xwk,,Wangkumara,,9/10/2013,,,
language,,,,xwl,,Western Xwla Gbe,,7/29/2009,,,
language,,,,xwo,,Written Oirat,,7/29/2009,,,
