a	b	c	d		e	f	g
/wiki/List_of_municipalities_in_Bursa_Province	İnegöl	1411	Tahtaköprü	100755	/wiki/Bursa_Province	Bursa Province	TR411
/wiki/List_of_municipalities_in_Bursa_Province	İnegöl	1411	Yeniceköy	100756	/wiki/Bursa_Province	Bursa Province	TR411
/wiki/List_of_municipalities_in_Hatay_Province	İskenderun	1413	Akçalı	100757	/wiki/Hatay_Province	Hatay Province	TR631
/wiki/List_of_municipalities_in_Hatay_Province	İskenderun	1413	Azganlık	100758	/wiki/Hatay_Province	Hatay Province	TR631
/wiki/List_of_municipalities_in_Hatay_Province	İskenderun	1413	Bekbele	100759	/wiki/Hatay_Province	Hatay Province	TR631
/wiki/List_of_municipalities_in_Hatay_Province	İskenderun	1413	Denizciler	100760	/wiki/Hatay_Province	Hatay Province	TR631
/wiki/List_of_municipalities_in_Hatay_Province	İskenderun	1413	Gökmeydan	100761	/wiki/Hatay_Province	Hatay Province	TR631
/wiki/List_of_municipalities_in_Hatay_Province	İskenderun	1413	Gözcüler	100762	/wiki/Hatay_Province	Hatay Province	TR631
/wiki/List_of_municipalities_in_Hatay_Province	İskenderun	1413	Karaağaç	100763	/wiki/Hatay_Province	Hatay Province	TR631
/wiki/List_of_municipalities_in_Hatay_Province	İskenderun	1413	Karayılan	100764	/wiki/Hatay_Province	Hatay Province	TR631
/wiki/List_of_municipalities_in_Hatay_Province	İskenderun	1413	Madenli	100765	/wiki/Hatay_Province	Hatay Province	TR631
/wiki/List_of_municipalities_in_Hatay_Province	İskenderun	1413	Nardüzü	100766	/wiki/Hatay_Province	Hatay Province	TR631
/wiki/List_of_municipalities_in_Hatay_Province	İskenderun	1413	Sarıseki	100767	/wiki/Hatay_Province	Hatay Province	TR631
/wiki/List_of_municipalities_in_Hatay_Province	İskenderun	1413	Üçgüllük	100768	/wiki/Hatay_Province	Hatay Province	TR631
/wiki/List_of_municipalities_in_%C3%87orum_Province	İskilip	1414	İskilip	100769	/wiki/%C3%87orum_Province	Çorum Province	TR833
/wiki/List_of_municipalities_in_Gaziantep_Province	İslahiye	1415	Altınüzüm	100770	/wiki/Gaziantep_Province	Gaziantep Province	TRC11
/wiki/List_of_municipalities_in_Gaziantep_Province	İslahiye	1415	Boğaziçi	100771	/wiki/Gaziantep_Province	Gaziantep Province	TRC11
/wiki/List_of_municipalities_in_Gaziantep_Province	İslahiye	1415	Yeşilyurt	100772	/wiki/Gaziantep_Province	Gaziantep Province	TRC11
/wiki/List_of_municipalities_in_Erzurum_Province	İspir	1416	Çamlıkaya	100773	/wiki/Erzurum_Province	Erzurum Province	TRA11
/wiki/List_of_municipalities_in_Erzurum_Province	İspir	1416	İspir	100774	/wiki/Erzurum_Province	Erzurum Province	TRA11
/wiki/List_of_municipalities_in_Erzurum_Province	İspir	1416	Madenköprübaşı	100775	/wiki/Erzurum_Province	Erzurum Province	TRA11
/wiki/List_of_municipalities_in_Bal%C4%B1kesir_Province	İvrindi	1418	Büyükyenice	100776	/wiki/Bal%C4%B1kesir_Province	Balıkesir Province	TR221
/wiki/List_of_municipalities_in_Bal%C4%B1kesir_Province	İvrindi	1418	Gökçeyazı	100777	/wiki/Bal%C4%B1kesir_Province	Balıkesir Province	TR221
/wiki/List_of_municipalities_in_Bal%C4%B1kesir_Province	İvrindi	1418	İvrindi	100778	/wiki/Bal%C4%B1kesir_Province	Balıkesir Province	TR221
/wiki/List_of_municipalities_in_Bal%C4%B1kesir_Province	İvrindi	1418	Kayapa	100779	/wiki/Bal%C4%B1kesir_Province	Balıkesir Province	TR221
/wiki/List_of_municipalities_in_Bal%C4%B1kesir_Province	İvrindi	1418	Korucu	100780	/wiki/Bal%C4%B1kesir_Province	Balıkesir Province	TR221
/wiki/List_of_municipalities_in_Bursa_Province	İznik	1420	Boyalıca	100781	/wiki/Bursa_Province	Bursa Province	TR411
/wiki/List_of_municipalities_in_Bursa_Province	İznik	1420	Elbeyli	100782	/wiki/Bursa_Province	Bursa Province	TR411
/wiki/List_of_municipalities_in_Bursa_Province	İznik	1420	İznik	100783	/wiki/Bursa_Province	Bursa Province	TR411
/wiki/List_of_municipalities_in_%C4%B0stanbul_Province	Kadıköy	1421	Kadıköy	100784	/wiki/%C4%B0stanbul_Province	İstanbul Province	TR100
/wiki/List_of_municipalities_in_Konya_Province	Kadınhanı	1422	Atlantı	100785	/wiki/Konya_Province	Konya Province	TR521
/wiki/List_of_municipalities_in_Konya_Province	Kadınhanı	1422	Başkuyu	100786	/wiki/Konya_Province	Konya Province	TR521
/wiki/List_of_municipalities_in_Konya_Province	Kadınhanı	1422	Kolukısa	100787	/wiki/Konya_Province	Konya Province	TR521
/wiki/List_of_municipalities_in_Konya_Province	Kadınhanı	1422	Osmancık	100788	/wiki/Konya_Province	Konya Province	TR521
/wiki/List_of_municipalities_in_Osmaniye_Province	Kadirli	1423	Kadirli	100789	/wiki/Osmaniye_Province	Osmaniye Province	TR633
/wiki/List_of_municipalities_in_Kars_Province	Kağızman	1424	Kağızman	100790	/wiki/Kars_Province	Kars Province	TRA22
/wiki/List_of_municipalities_in_Ad%C4%B1yaman_Province	Kahta	1425	Akıncılar	100791	/wiki/Ad%C4%B1yaman_Province	Adıyaman Province	TRC12
/wiki/List_of_municipalities_in_Ad%C4%B1yaman_Province	Kahta	1425	Bölükyayla	100792	/wiki/Ad%C4%B1yaman_Province	Adıyaman Province	TRC12
/wiki/List_of_municipalities_in_Ad%C4%B1yaman_Province	Kahta	1425	Kahta	100793	/wiki/Ad%C4%B1yaman_Province	Adıyaman Province	TRC12
/wiki/List_of_municipalities_in_Rize_Province	Kalkandere	1428	Kalkandere	100794	/wiki/Rize_Province	Rize Province	TR904
/wiki/List_of_municipalities_in_Rize_Province	Kalkandere	1428	Yolbaşı	100795	/wiki/Rize_Province	Rize Province	TR904
/wiki/List_of_municipalities_in_K%C4%B1r%C5%9Fehir_Province	Kaman	1429	Başköy	100796	/wiki/K%C4%B1r%C5%9Fehir_Province	Kırşehir Province	TR715
/wiki/List_of_municipalities_in_K%C4%B1r%C5%9Fehir_Province	Kaman	1429	Çağırkan	100797	/wiki/K%C4%B1r%C5%9Fehir_Province	Kırşehir Province	TR715
/wiki/List_of_municipalities_in_K%C4%B1r%C5%9Fehir_Province	Kaman	1429	Demirli	100798	/wiki/K%C4%B1r%C5%9Fehir_Province	Kırşehir Province	TR715
/wiki/List_of_municipalities_in_K%C4%B1r%C5%9Fehir_Province	Kaman	1429	Hamit	100799	/wiki/K%C4%B1r%C5%9Fehir_Province	Kırşehir Province	TR715
/wiki/List_of_municipalities_in_K%C4%B1r%C5%9Fehir_Province	Kaman	1429	Kaman	100800	/wiki/K%C4%B1r%C5%9Fehir_Province	Kırşehir Province	TR715
/wiki/List_of_municipalities_in_K%C4%B1r%C5%9Fehir_Province	Kaman	1429	Kargınyenice	100801	/wiki/K%C4%B1r%C5%9Fehir_Province	Kırşehir Province	TR715
/wiki/List_of_municipalities_in_K%C4%B1r%C5%9Fehir_Province	Kaman	1429	Kurancılı	100802	/wiki/K%C4%B1r%C5%9Fehir_Province	Kırşehir Province	TR715
/wiki/List_of_municipalities_in_K%C4%B1r%C5%9Fehir_Province	Kaman	1429	Ömerhacılı	100803	/wiki/K%C4%B1r%C5%9Fehir_Province	Kırşehir Province	TR715
/wiki/List_of_municipalities_in_K%C4%B1r%C5%9Fehir_Province	Kaman	1429	Savcılıbüyükoba	100804	/wiki/K%C4%B1r%C5%9Fehir_Province	Kırşehir Province	TR715
/wiki/List_of_municipalities_in_K%C4%B1r%C5%9Fehir_Province	Kaman	1429	Yelek	100805	/wiki/K%C4%B1r%C5%9Fehir_Province	Kırşehir Province	TR715
/wiki/List_of_municipalities_in_Kocaeli_Province	Kandıra	1430	Kandıra	100806	/wiki/Kocaeli_Province	Kocaeli Province	TR421
/wiki/List_of_municipalities_in_Sivas_Province	Kangal	1431	Alacahan	100807	/wiki/Sivas_Province	Sivas Province	TR722
/wiki/List_of_municipalities_in_Sivas_Province	Kangal	1431	Çetinkaya	100808	/wiki/Sivas_Province	Sivas Province	TR722
/wiki/List_of_municipalities_in_Sivas_Province	Kangal	1431	Havuz	100809	/wiki/Sivas_Province	Sivas Province	TR722
/wiki/List_of_municipalities_in_Sivas_Province	Kangal	1431	Kangal	100810	/wiki/Sivas_Province	Sivas Province	TR722
/wiki/List_of_municipalities_in_%C4%B0zmir_Province	Karaburun	1432	Karaburun	100811	/wiki/%C4%B0zmir_Province	İzmir Province	TR310
/wiki/List_of_municipalities_in_%C4%B0zmir_Province	Karaburun	1432	Mordoğan	100812	/wiki/%C4%B0zmir_Province	İzmir Province	TR310
/wiki/List_of_municipalities_in_Bursa_Province	Karacabey	1434	Karacabey	100813	/wiki/Bursa_Province	Bursa Province	TR411
/wiki/List_of_municipalities_in_Ayd%C4%B1n_Province	Karacasu	1435	Ataeymir	100814	/wiki/Ayd%C4%B1n_Province	Aydın Province	TR321
/wiki/List_of_municipalities_in_Ayd%C4%B1n_Province	Karacasu	1435	Geyre	100815	/wiki/Ayd%C4%B1n_Province	Aydın Province	TR321
/wiki/List_of_municipalities_in_Ayd%C4%B1n_Province	Karacasu	1435	Karacasu	100816	/wiki/Ayd%C4%B1n_Province	Aydın Province	TR321
/wiki/List_of_municipalities_in_Ayd%C4%B1n_Province	Karacasu	1435	Yenice	100817	/wiki/Ayd%C4%B1n_Province	Aydın Province	TR321
/wiki/List_of_municipalities_in_Elaz%C4%B1%C4%9F_Province	Karakoçan	1438	Karakoçan	100818	/wiki/Elaz%C4%B1%C4%9F_Province	Elazığ Province	TRB12
/wiki/List_of_municipalities_in_Elaz%C4%B1%C4%9F_Province	Karakoçan	1438	Sarıcan	100819	/wiki/Elaz%C4%B1%C4%9F_Province	Elazığ Province	TRB12
/wiki/List_of_municipalities_in_Kocaeli_Province	Karamürsel	1440	Akçat	100820	/wiki/Kocaeli_Province	Kocaeli Province	TR421
/wiki/List_of_municipalities_in_Kocaeli_Province	Karamürsel	1440	Dereköy	100821	/wiki/Kocaeli_Province	Kocaeli Province	TR421
/wiki/List_of_municipalities_in_Kocaeli_Province	Karamürsel	1440	Ereğli	100822	/wiki/Kocaeli_Province	Kocaeli Province	TR421
/wiki/List_of_municipalities_in_Kocaeli_Province	Karamürsel	1440	Karamürsel	100823	/wiki/Kocaeli_Province	Kocaeli Province	TR421
/wiki/List_of_municipalities_in_Kocaeli_Province	Karamürsel	1440	Kızderbent	100824	/wiki/Kocaeli_Province	Kocaeli Province	TR421
/wiki/List_of_municipalities_in_Kocaeli_Province	Karamürsel	1440	Yalakdere	100825	/wiki/Kocaeli_Province	Kocaeli Province	TR421
/wiki/List_of_municipalities_in_Konya_Province	Karapınar	1441	Hotamış	100826	/wiki/Konya_Province	Konya Province	TR521
/wiki/List_of_municipalities_in_Konya_Province	Karapınar	1441	İslik	100827	/wiki/Konya_Province	Konya Province	TR521
/wiki/List_of_municipalities_in_Konya_Province	Karapınar	1441	Kayalı	100828	/wiki/Konya_Province	Konya Province	TR521
/wiki/List_of_municipalities_in_Konya_Province	Karapınar	1441	Yeşilyurt	100829	/wiki/Konya_Province	Konya Province	TR521
/wiki/List_of_municipalities_in_Sakarya_Province	Karasu	1442	Darıçayırı	100830	/wiki/Sakarya_Province	Sakarya Province	TR422
/wiki/List_of_municipalities_in_Sakarya_Province	Karasu	1442	Karasu	100831	/wiki/Sakarya_Province	Sakarya Province	TR422
/wiki/List_of_municipalities_in_Sakarya_Province	Karasu	1442	Kurudere	100832	/wiki/Sakarya_Province	Sakarya Province	TR422
/wiki/List_of_municipalities_in_Sakarya_Province	Karasu	1442	Limandere	100833	/wiki/Sakarya_Province	Sakarya Province	TR422
/wiki/List_of_municipalities_in_Sakarya_Province	Karasu	1442	Yuvalıdere	100834	/wiki/Sakarya_Province	Sakarya Province	TR422
/wiki/List_of_municipalities_in_Adana_Province	Karataş	1443	Bahçe	100835	/wiki/Adana_Province	Adana Province	TR621
/wiki/List_of_municipalities_in_Adana_Province	Karataş	1443	Tuzla	100836	/wiki/Adana_Province	Adana Province	TR621
/wiki/List_of_municipalities_in_Erzurum_Province	Karayazı	1444	Karayazı	100837	/wiki/Erzurum_Province	Erzurum Province	TRA11
/wiki/List_of_municipalities_in_%C3%87orum_Province	Kargı	1445	Hacıhamza	100838	/wiki/%C3%87orum_Province	Çorum Province	TR833
/wiki/List_of_municipalities_in_%C3%87orum_Province	Kargı	1445	Kargı	100839	/wiki/%C3%87orum_Province	Çorum Province	TR833
/wiki/List_of_municipalities_in_Bing%C3%B6l_Province	Karlıova	1446	Karlıova	100840	/wiki/Bing%C3%B6l_Province	Bingöl Province	TRB13
/wiki/List_of_municipalities_in_%C4%B0zmir_Province	Karşıyaka	1448	Karşıyaka	100841	/wiki/%C4%B0zmir_Province	İzmir Province	TR310
/wiki/List_of_municipalities_in_%C4%B0stanbul_Province	Kartal	1449	Kartal	100842	/wiki/%C4%B0stanbul_Province	İstanbul Province	TR100
/wiki/List_of_municipalities_in_%C4%B0stanbul_Province	Kartal	1449	Samandıra	100843	/wiki/%C4%B0stanbul_Province	İstanbul Province	TR100
/wiki/List_of_municipalities_in_Antalya_Province	Kaş	1451	Gömbe	100844	/wiki/Antalya_Province	Antalya Province	TR611
/wiki/List_of_municipalities_in_Antalya_Province	Kaş	1451	Kalkan	100845	/wiki/Antalya_Province	Antalya Province	TR611
/wiki/List_of_municipalities_in_Antalya_Province	Kaş	1451	Kaş	100846	/wiki/Antalya_Province	Antalya Province	TR611
/wiki/List_of_municipalities_in_Antalya_Province	Kaş	1451	Kınık	100847	/wiki/Antalya_Province	Antalya Province	TR611
/wiki/List_of_municipalities_in_Antalya_Province	Kaş	1451	Ova	100848	/wiki/Antalya_Province	Antalya Province	TR611
/wiki/List_of_municipalities_in_Antalya_Province	Kaş	1451	Yeşilköy	100849	/wiki/Antalya_Province	Antalya Province	TR611
/wiki/List_of_municipalities_in_Samsun_Province	Kavak	1452	Kavak	100850	/wiki/Samsun_Province	Samsun Province	TR831
/wiki/List_of_municipalities_in_Sakarya_Province	Kaynarca	1453	Kaynarca	100851	/wiki/Sakarya_Province	Sakarya Province	TR422
/wiki/List_of_municipalities_in_Elaz%C4%B1%C4%9F_Province	Keban	1455	Keban	100852	/wiki/Elaz%C4%B1%C4%9F_Province	Elazığ Province	TRB12
/wiki/List_of_municipalities_in_Isparta_Province	Keçiborlu	1456	Aydoğmuş	100853	/wiki/Isparta_Province	Isparta Province	TR612
/wiki/List_of_municipalities_in_Isparta_Province	Keçiborlu	1456	Keçiborlu	100854	/wiki/Isparta_Province	Isparta Province	TR612
/wiki/List_of_municipalities_in_Isparta_Province	Keçiborlu	1456	Kılıç	100855	/wiki/Isparta_Province	Isparta Province	TR612
/wiki/List_of_municipalities_in_Isparta_Province	Keçiborlu	1456	Senir	100856	/wiki/Isparta_Province	Isparta Province	TR612
/wiki/List_of_municipalities_in_Bursa_Province	Keles	1457	Keles	100857	/wiki/Bursa_Province	Bursa Province	TR411
/wiki/List_of_municipalities_in_G%C3%BCm%C3%BC%C5%9Fhane_Province	Kelkit	1458	Deredolu	100858	/wiki/G%C3%BCm%C3%BC%C5%9Fhane_Province	Gümüşhane Province	TR906
/wiki/List_of_municipalities_in_G%C3%BCm%C3%BC%C5%9Fhane_Province	Kelkit	1458	Gümüşgöze	100859	/wiki/G%C3%BCm%C3%BC%C5%9Fhane_Province	Gümüşhane Province	TR906
/wiki/List_of_municipalities_in_G%C3%BCm%C3%BC%C5%9Fhane_Province	Kelkit	1458	Kaş	100860	/wiki/G%C3%BCm%C3%BC%C5%9Fhane_Province	Gümüşhane Province	TR906
/wiki/List_of_municipalities_in_G%C3%BCm%C3%BC%C5%9Fhane_Province	Kelkit	1458	Kelkit	100861	/wiki/G%C3%BCm%C3%BC%C5%9Fhane_Province	Gümüşhane Province	TR906
/wiki/List_of_municipalities_in_G%C3%BCm%C3%BC%C5%9Fhane_Province	Kelkit	1458	Öbektaş	100862	/wiki/G%C3%BCm%C3%BC%C5%9Fhane_Province	Gümüşhane Province	TR906
/wiki/List_of_municipalities_in_G%C3%BCm%C3%BC%C5%9Fhane_Province	Kelkit	1458	Söğütlü	100863	/wiki/G%C3%BCm%C3%BC%C5%9Fhane_Province	Gümüşhane Province	TR906
/wiki/List_of_municipalities_in_G%C3%BCm%C3%BC%C5%9Fhane_Province	Kelkit	1458	Ünlüpınar	100864	/wiki/G%C3%BCm%C3%BC%C5%9Fhane_Province	Gümüşhane Province	TR906
/wiki/List_of_municipalities_in_Erzincan_Province	Kemah	1459	Kemah	100865	/wiki/Erzincan_Province	Erzincan Province	TRA12
/wiki/List_of_municipalities_in_Erzincan_Province	Kemaliye	1460	Kemaliye	100866	/wiki/Erzincan_Province	Erzincan Province	TRA12
/wiki/List_of_municipalities_in_%C4%B0zmir_Province	Kemalpaşa	1461	Armutlu	100867	/wiki/%C4%B0zmir_Province	İzmir Province	TR310
/wiki/List_of_municipalities_in_%C4%B0zmir_Province	Kemalpaşa	1461	Bağyurdu	100868	/wiki/%C4%B0zmir_Province	İzmir Province	TR310
/wiki/List_of_municipalities_in_%C4%B0zmir_Province	Kemalpaşa	1461	Kemalpaşa	100869	/wiki/%C4%B0zmir_Province	İzmir Province	TR310
/wiki/List_of_municipalities_in_%C4%B0zmir_Province	Kemalpaşa	1461	Ören	100870	/wiki/%C4%B0zmir_Province	İzmir Province	TR310
/wiki/List_of_municipalities_in_%C4%B0zmir_Province	Kemalpaşa	1461	Ulucak	100871	/wiki/%C4%B0zmir_Province	İzmir Province	TR310
/wiki/List_of_municipalities_in_%C4%B0zmir_Province	Kemalpaşa	1461	Yukarıkızılca	100872	/wiki/%C4%B0zmir_Province	İzmir Province	TR310
/wiki/List_of_municipalities_in_Bal%C4%B1kesir_Province	Kepsut	1462	Kepsut	100873	/wiki/Bal%C4%B1kesir_Province	Balıkesir Province	TR221
/wiki/List_of_municipalities_in_K%C4%B1r%C4%B1kkale_Province	Keskin	1463	Ceritmüminli	100874	/wiki/K%C4%B1r%C4%B1kkale_Province	Kırıkkale Province	TR711
/wiki/List_of_municipalities_in_K%C4%B1r%C4%B1kkale_Province	Keskin	1463	Keskin	100875	/wiki/K%C4%B1r%C4%B1kkale_Province	Kırıkkale Province	TR711
/wiki/List_of_municipalities_in_K%C4%B1r%C4%B1kkale_Province	Keskin	1463	Konur	100876	/wiki/K%C4%B1r%C4%B1kkale_Province	Kırıkkale Province	TR711
/wiki/List_of_municipalities_in_K%C4%B1r%C4%B1kkale_Province	Keskin	1463	Köprü	100877	/wiki/K%C4%B1r%C4%B1kkale_Province	Kırıkkale Province	TR711
/wiki/List_of_municipalities_in_Giresun_Province	Keşap	1465	Karabulduk	100878	/wiki/Giresun_Province	Giresun Province	TR903
/wiki/List_of_municipalities_in_Giresun_Province	Keşap	1465	Keşap	100879	/wiki/Giresun_Province	Giresun Province	TR903
/wiki/List_of_municipalities_in_Bolu_Province	Kıbrıscık	1466	Kıbrıscık	100880	/wiki/Bolu_Province	Bolu Province	TR424
/wiki/List_of_municipalities_in_%C4%B0zmir_Province	Kınık	1467	Kınık	100881	/wiki/%C4%B0zmir_Province	İzmir Province	TR310
/wiki/List_of_municipalities_in_%C4%B0zmir_Province	Kınık	1467	Poyracık	100882	/wiki/%C4%B0zmir_Province	İzmir Province	TR310
/wiki/List_of_municipalities_in_%C4%B0zmir_Province	Kınık	1467	Yayakent	100883	/wiki/%C4%B0zmir_Province	İzmir Province	TR310
/wiki/List_of_municipalities_in_Hatay_Province	Kırıkhan	1468	Kurtlusoğuksu	100884	/wiki/Hatay_Province	Hatay Province	TR631
/wiki/List_of_municipalities_in_Manisa_Province	Kırkağaç	1470	Bakır	100885	/wiki/Manisa_Province	Manisa Province	TR331
/wiki/List_of_municipalities_in_Manisa_Province	Kırkağaç	1470	Gelenbe	100886	/wiki/Manisa_Province	Manisa Province	TR331
/wiki/List_of_municipalities_in_Manisa_Province	Kırkağaç	1470	İlyaslar	100887	/wiki/Manisa_Province	Manisa Province	TR331
/wiki/List_of_municipalities_in_Manisa_Province	Kırkağaç	1470	Karakurt	100888	/wiki/Manisa_Province	Manisa Province	TR331
/wiki/List_of_municipalities_in_Manisa_Province	Kırkağaç	1470	Kırkağaç	100889	/wiki/Manisa_Province	Manisa Province	TR331
/wiki/List_of_municipalities_in_Mardin_Province	Kızıltepe	1474	Dikmen	100890	/wiki/Mardin_Province	Mardin Province	TRC31
/wiki/List_of_municipalities_in_Mardin_Province	Kızıltepe	1474	Gökçe	100891	/wiki/Mardin_Province	Mardin Province	TRC31
/wiki/List_of_municipalities_in_Mardin_Province	Kızıltepe	1474	Kızıltepe	100892	/wiki/Mardin_Province	Mardin Province	TRC31
/wiki/List_of_municipalities_in_Mardin_Province	Kızıltepe	1474	Şenyurt	100893	/wiki/Mardin_Province	Mardin Province	TRC31
/wiki/List_of_municipalities_in_Mardin_Province	Kızıltepe	1474	Yüceli	100894	/wiki/Mardin_Province	Mardin Province	TRC31
/wiki/List_of_municipalities_in_Bing%C3%B6l_Province	Kığı	1475	Kığı	100895	/wiki/Bing%C3%B6l_Province	Bingöl Province	TRB13
/wiki/List_of_municipalities_in_%C4%B0zmir_Province	Kiraz	1477	Kiraz	100896	/wiki/%C4%B0zmir_Province	İzmir Province	TR310
/wiki/List_of_municipalities_in_Ayd%C4%B1n_Province	Koçarlı	1479	Bıyıklı	100897	/wiki/Ayd%C4%B1n_Province	Aydın Province	TR321
/wiki/List_of_municipalities_in_Ayd%C4%B1n_Province	Koçarlı	1479	Koçarlı	100898	/wiki/Ayd%C4%B1n_Province	Aydın Province	TR321
/wiki/List_of_municipalities_in_Ayd%C4%B1n_Province	Koçarlı	1479	Yeniköy	100899	/wiki/Ayd%C4%B1n_Province	Aydın Province	TR321
/wiki/List_of_municipalities_in_K%C4%B1rklareli_Province	Kofçaz	1480	Kofçaz	100900	/wiki/K%C4%B1rklareli_Province	Kırklareli Province	TR213
/wiki/List_of_municipalities_in_Ordu_Province	Korgan	1482	Çamlı	100901	/wiki/Ordu_Province	Ordu Province	TR902
/wiki/List_of_municipalities_in_Ordu_Province	Korgan	1482	Çayırkent	100902	/wiki/Ordu_Province	Ordu Province	TR902
/wiki/List_of_municipalities_in_Ordu_Province	Korgan	1482	Çiftlik	100903	/wiki/Ordu_Province	Ordu Province	TR902
/wiki/List_of_municipalities_in_Ordu_Province	Korgan	1482	Korgan	100904	/wiki/Ordu_Province	Ordu Province	TR902
/wiki/List_of_municipalities_in_Ordu_Province	Korgan	1482	Tepealan	100905	/wiki/Ordu_Province	Ordu Province	TR902
/wiki/List_of_municipalities_in_Antalya_Province	Korkuteli	1483	Bozova	100906	/wiki/Antalya_Province	Antalya Province	TR611
/wiki/List_of_municipalities_in_Antalya_Province	Korkuteli	1483	Büyükköy	100907	/wiki/Antalya_Province	Antalya Province	TR611
/wiki/List_of_municipalities_in_Antalya_Province	Korkuteli	1483	Çomaklı	100908	/wiki/Antalya_Province	Antalya Province	TR611
/wiki/List_of_municipalities_in_Antalya_Province	Korkuteli	1483	Korkuteli	100909	/wiki/Antalya_Province	Antalya Province	TR611
/wiki/List_of_municipalities_in_Antalya_Province	Korkuteli	1483	Küçükköy	100910	/wiki/Antalya_Province	Antalya Province	TR611
/wiki/List_of_municipalities_in_Antalya_Province	Korkuteli	1483	Yelten	100911	/wiki/Antalya_Province	Antalya Province	TR611
